3.147214453125000000e+04,1.178395748138427734e+00,-1.041718482971191406e+00,1.041279296875000000e+03,3.734400177001953125e+01,4.000000000000000000e+00,0.000000000000000000e+00
2.163173828125000000e+04,2.360364913940429688e+00,5.610871315002441406e-02,2.046874847412109375e+02,1.033179809570312500e+03,4.000000000000000000e+00,0.000000000000000000e+00
8.743815429687500000e+03,3.122466087341308594e+00,2.595240592956542969e+00,1.117070556640625000e+03,3.013210144042968750e+02,4.000000000000000000e+00,0.000000000000000000e+00
1.769256445312500000e+04,8.727021217346191406e-01,-8.352587223052978516e-01,6.241553955078125000e+02,6.595894775390625000e+02,1.000000000000000000e+00,0.000000000000000000e+00
1.047787402343750000e+04,-2.791309833526611328e+00,2.777130603790283203e+00,8.860597534179687500e+02,9.912001342773437500e+02,4.000000000000000000e+00,0.000000000000000000e+00
1.131646875000000000e+04,8.443450927734375000e-02,1.896972179412841797e+00,1.608654022216796875e+02,8.307500610351562500e+02,4.000000000000000000e+00,0.000000000000000000e+00
8.503237304687500000e+03,-4.391391277313232422e-01,2.860156059265136719e+00,3.849207763671875000e+02,2.261738128662109375e+02,4.000000000000000000e+00,0.000000000000000000e+00
6.511662597656250000e+03,2.557631492614746094e+00,-1.704498529434204102e+00,1.117111816406250000e+03,3.848678894042968750e+02,4.000000000000000000e+00,0.000000000000000000e+00
1.200117871093750000e+04,1.168035984039306641e+00,-6.770739555358886719e-01,1.121579101562500000e+03,2.865377502441406250e+02,4.000000000000000000e+00,0.000000000000000000e+00
3.511102734375000000e+04,9.860687255859375000e-01,1.066857337951660156e+00,4.829153747558593750e+02,4.978247070312500000e+02,4.000000000000000000e+00,0.000000000000000000e+00
4.395326171875000000e+04,-1.886763930320739746e+00,-4.724364280700683594e-01,9.501132812500000000e+02,7.760430908203125000e+02,4.000000000000000000e+00,0.000000000000000000e+00
3.161607421875000000e+04,-6.597852706909179688e-01,1.862363815307617188e+00,5.123117065429687500e+02,2.383442382812500000e+02,4.000000000000000000e+00,0.000000000000000000e+00
2.829721289062500000e+04,6.990852355957031250e-01,3.033789634704589844e+00,3.462416381835937500e+02,8.675962524414062500e+02,4.000000000000000000e+00,0.000000000000000000e+00
3.814861816406250000e+03,7.583527565002441406e-01,-1.057404994964599609e+00,1.817003479003906250e+02,4.553259277343750000e+02,4.000000000000000000e+00,0.000000000000000000e+00
3.575676562500000000e+04,-1.082831382751464844e+00,4.442300796508789062e-01,1.169489501953125000e+03,8.827370605468750000e+02,4.000000000000000000e+00,0.000000000000000000e+00
4.225126562500000000e+04,-6.117415428161621094e-01,2.408565998077392578e+00,5.848091430664062500e+02,1.731874389648437500e+02,4.000000000000000000e+00,0.000000000000000000e+00
2.634191284179687500e+02,-2.870853185653686523e+00,2.342823982238769531e+00,7.697869262695312500e+02,4.417720642089843750e+02,1.000000000000000000e+00,0.000000000000000000e+00
2.375713671875000000e+04,1.102946281433105469e+00,2.330497741699218750e+00,1.044906494140625000e+03,3.824387207031250000e+02,4.000000000000000000e+00,0.000000000000000000e+00
3.753975390625000000e+04,1.071860313415527344e+00,-6.140446662902832031e-02,1.054678588867187500e+03,9.092983398437500000e+02,4.000000000000000000e+00,0.000000000000000000e+00
5.444515625000000000e+04,2.522091865539550781e+00,8.059082031250000000e-01,6.668988037109375000e+02,1.087342285156250000e+03,4.000000000000000000e+00,0.000000000000000000e+00
2.148530273437500000e+04,2.732117652893066406e+00,2.899914264678955078e+00,7.295089721679687500e+02,4.607743835449218750e+02,4.000000000000000000e+00,0.000000000000000000e+00
2.459442773437500000e+04,-3.027747392654418945e+00,-1.064656257629394531e+00,5.746762695312500000e+02,5.046671447753906250e+02,4.000000000000000000e+00,0.000000000000000000e+00
3.060543554687500000e+04,-5.085144042968750000e-01,-1.927793502807617188e+00,1.032804931640625000e+03,3.112201538085937500e+02,4.000000000000000000e+00,0.000000000000000000e+00
4.319623828125000000e+04,1.380607604980468750e+00,3.137902736663818359e+00,3.908348999023437500e+02,3.297782287597656250e+02,4.000000000000000000e+00,0.000000000000000000e+00
1.065054003906250000e+04,9.618301391601562500e-01,1.707029342651367188e-01,7.778789062500000000e+02,1.197837768554687500e+03,4.000000000000000000e+00,0.000000000000000000e+00
5.494957421875000000e+04,-1.274082422256469727e+00,1.310925006866455078e+00,7.584659423828125000e+02,8.895826416015625000e+02,4.000000000000000000e+00,0.000000000000000000e+00
2.447662500000000000e+04,-9.482817649841308594e-01,3.039481163024902344e+00,1.750893554687500000e+02,1.671869506835937500e+02,4.000000000000000000e+00,0.000000000000000000e+00
5.566898046875000000e+04,-1.719808578491210938e-01,-1.249815821647644043e+00,1.432974243164062500e+02,3.698202514648437500e+02,4.000000000000000000e+00,0.000000000000000000e+00
1.540737792968750000e+04,1.257926464080810547e+00,-1.045975446701049805e+00,2.243454742431640625e+02,3.606440429687500000e+02,4.000000000000000000e+00,0.000000000000000000e+00
5.475969531250000000e+04,-3.109381198883056641e-01,-2.887571334838867188e+00,1.053943710327148438e+02,2.472983856201171875e+02,4.000000000000000000e+00,0.000000000000000000e+00
6.924385253906250000e+03,2.622981071472167969e+00,1.132960796356201172e+00,5.205377197265625000e+02,8.637901611328125000e+02,4.000000000000000000e+00,0.000000000000000000e+00
2.080640820312500000e+04,9.851784706115722656e-01,-1.091677665710449219e+00,7.448994750976562500e+02,8.246867065429687500e+02,1.000000000000000000e+00,0.000000000000000000e+00
7.964723144531250000e+03,-2.830678701400756836e+00,-2.859810829162597656e+00,5.153325195312500000e+02,5.855741577148437500e+02,1.000000000000000000e+00,0.000000000000000000e+00
3.044144726562500000e+04,3.013332366943359375e+00,-1.739284992218017578e+00,8.467785034179687500e+02,4.130923767089843750e+02,4.000000000000000000e+00,0.000000000000000000e+00
2.035065039062500000e+04,-1.891310930252075195e+00,2.412726402282714844e+00,1.157325195312500000e+03,1.175343261718750000e+03,1.000000000000000000e+00,0.000000000000000000e+00
3.358248828125000000e+04,1.532053470611572266e+00,1.441812515258789062e+00,1.183987304687500000e+03,1.002391357421875000e+03,4.000000000000000000e+00,0.000000000000000000e+00
3.565820312500000000e+04,2.744416236877441406e+00,-2.154924392700195312e+00,7.066633300781250000e+02,9.775125732421875000e+02,4.000000000000000000e+00,0.000000000000000000e+00
3.232023828125000000e+04,-1.006654739379882812e+00,-2.157381296157836914e+00,6.411121215820312500e+02,9.220576171875000000e+02,4.000000000000000000e+00,0.000000000000000000e+00
1.681991015625000000e+04,9.042167663574218750e-02,-1.452948808670043945e+00,8.008109741210937500e+02,2.991190185546875000e+02,4.000000000000000000e+00,0.000000000000000000e+00
2.045091015625000000e+04,1.066250801086425781e-01,-3.797116279602050781e-01,2.591280212402343750e+02,5.121193847656250000e+02,4.000000000000000000e+00,0.000000000000000000e+00
4.327354296875000000e+04,2.572781562805175781e+00,8.006658554077148438e-01,4.520806274414062500e+02,9.554866943359375000e+02,4.000000000000000000e+00,0.000000000000000000e+00
4.658496875000000000e+04,-5.778546333312988281e-01,-3.428204059600830078e-01,6.925698242187500000e+02,6.454479370117187500e+02,4.000000000000000000e+00,0.000000000000000000e+00
7.879974975585937500e+02,1.178074359893798828e+00,1.564089775085449219e+00,4.535152587890625000e+02,3.621959228515625000e+02,1.000000000000000000e+00,0.000000000000000000e+00
4.954062890625000000e+04,2.660645484924316406e+00,-6.366784572601318359e-01,1.022623901367187500e+03,6.460786132812500000e+02,4.000000000000000000e+00,0.000000000000000000e+00
5.691564062500000000e+04,1.074159622192382812e+00,9.707703590393066406e-01,3.293331298828125000e+02,3.952529602050781250e+02,4.000000000000000000e+00,0.000000000000000000e+00
5.594856250000000000e+04,1.670784950256347656e+00,7.035849094390869141e-01,2.489828186035156250e+02,1.073551025390625000e+03,4.000000000000000000e+00,0.000000000000000000e+00
2.965435156250000000e+04,1.412193298339843750e+00,2.443048000335693359e+00,8.094017333984375000e+02,2.880484924316406250e+02,4.000000000000000000e+00,0.000000000000000000e+00
3.659357812500000000e+04,1.025536060333251953e+00,1.574250221252441406e+00,8.926152343750000000e+02,1.111993408203125000e+03,4.000000000000000000e+00,0.000000000000000000e+00
4.429358984375000000e+04,-2.957742691040039062e+00,1.862606525421142578e+00,3.722006835937500000e+02,1.145546386718750000e+03,4.000000000000000000e+00,0.000000000000000000e+00
2.666751562500000000e+04,-1.633143424987792969e-02,1.562862873077392578e+00,1.071126342773437500e+03,1.106478149414062500e+03,1.000000000000000000e+00,0.000000000000000000e+00
2.307448632812500000e+04,2.314754962921142578e+00,1.745108127593994141e+00,5.526223754882812500e+02,4.692800903320312500e+02,4.000000000000000000e+00,0.000000000000000000e+00
2.453130371093750000e+03,1.320502281188964844e+00,4.006412029266357422e-01,9.017589111328125000e+02,7.980502319335937500e+02,4.000000000000000000e+00,0.000000000000000000e+00
5.731371093750000000e+04,1.160605430603027344e+00,-1.708390355110168457e+00,1.069401977539062500e+03,6.803504638671875000e+02,4.000000000000000000e+00,0.000000000000000000e+00
3.625732421875000000e+04,-2.331124782562255859e+00,2.812466144561767578e+00,4.162886962890625000e+02,1.136336669921875000e+03,4.000000000000000000e+00,0.000000000000000000e+00
2.417953515625000000e+04,2.442260742187500000e+00,-1.592263936996459961e+00,4.191148986816406250e+02,8.428970336914062500e+02,4.000000000000000000e+00,0.000000000000000000e+00
3.512876562500000000e+04,1.397533893585205078e+00,-1.084399223327636719e-01,8.476661376953125000e+02,1.188451293945312500e+03,4.000000000000000000e+00,0.000000000000000000e+00
7.784390625000000000e+03,-4.067180156707763672e-01,-1.902205705642700195e+00,1.299790496826171875e+02,1.189319458007812500e+03,4.000000000000000000e+00,0.000000000000000000e+00
4.691732812500000000e+04,1.272485733032226562e+00,7.142946720123291016e-01,7.034398803710937500e+02,6.242573242187500000e+02,4.000000000000000000e+00,0.000000000000000000e+00
